UniprotID,No. Partners
DELE1_HUMAN,1
DEMA_HUMAN,12
DEN10_HUMAN,7
DEN11_HUMAN,0
DEN1A_HUMAN,57
DEN1B_HUMAN,1
DEN1C_HUMAN,1
DEN2A_HUMAN,1
DEN2B_HUMAN,1
DEN2C_HUMAN,3
DEN2D_HUMAN,27
DEN4B_HUMAN,0
DEN4C_HUMAN,58
DEN5A_HUMAN,2
DEN5B_HUMAN,3
DEN6A_HUMAN,26
DEN6B_HUMAN,1
DEND_HUMAN,4
DEND3_HUMAN,0
DENR_HUMAN,28
DEOC_HUMAN,12
DEP1A_HUMAN,2
DEP1B_HUMAN,25
DEPD4_HUMAN,0
DEPD5_HUMAN,39
DEPD7_HUMAN,1
DEPP1_HUMAN,2
DERL1_HUMAN,99
DERL2_HUMAN,33
DERL3_HUMAN,21
DERM_HUMAN,1
DERPC_HUMAN,0
DESI1_HUMAN,52
DESI2_HUMAN,9
DESM_HUMAN,22
DESP_HUMAN,22
DEST_HUMAN,77
DET1_HUMAN,25
DEUP1_HUMAN,39
DEXI_HUMAN,1
DFB4A_HUMAN,2
DFFA_HUMAN,22
DFFB_HUMAN,54
DG2L6_HUMAN,4
DG2L7_HUMAN,0
DGAT1_HUMAN,2
DGAT2_HUMAN,2
DGC6L_HUMAN,13
DGCR6_HUMAN,64
DGCR8_HUMAN,119
DGKA_HUMAN,1
DGKB_HUMAN,2
DGKD_HUMAN,3
DGKE_HUMAN,7
DGKG_HUMAN,0
DGKH_HUMAN,3
DGKI_HUMAN,4
DGKK_HUMAN,0
DGKQ_HUMAN,7
DGKZ_HUMAN,13
DGLA_HUMAN,13
DGLB_HUMAN,5
DGUOK_HUMAN,76
DHAS1_HUMAN,0
DHB1_HUMAN,1
DHB11_HUMAN,10
DHB12_HUMAN,11
DHB13_HUMAN,42
DHB14_HUMAN,22
DHB2_HUMAN,2
DHB3_HUMAN,11
DHB4_HUMAN,28
DHB7_HUMAN,6
DHB8_HUMAN,8
DHC24_HUMAN,8
DHCR7_HUMAN,1
DHDDS_HUMAN,5
DHDH_HUMAN,2
DHE3_HUMAN,9
DHE4_HUMAN,2
DHH_HUMAN,6
DHI1_HUMAN,13
DHI1L_HUMAN,0
DHI2_HUMAN,1
DHPR_HUMAN,5
DHR11_HUMAN,4
DHR12_HUMAN,0
DHR13_HUMAN,1
DHRS1_HUMAN,20
DHRS2_HUMAN,7
DHRS3_HUMAN,0
DHRS4_HUMAN,20
DHRS7_HUMAN,2
DHRS9_HUMAN,12
DHRSX_HUMAN,9
DHSD_HUMAN,0
DHSO_HUMAN,30
DHTK1_HUMAN,0
DHX15_HUMAN,96
DHX16_HUMAN,27
DHX29_HUMAN,13
DHX30_HUMAN,7
DHX32_HUMAN,4
DHX33_HUMAN,3
DHX34_HUMAN,3
DHX35_HUMAN,0
DHX36_HUMAN,9
DHX37_HUMAN,10
DHX40_HUMAN,12
DHX57_HUMAN,30
DHX58_HUMAN,12
DHX8_HUMAN,47
DHX9_HUMAN,126
DHYS_HUMAN,31
DI3L1_HUMAN,19
DI3L2_HUMAN,4
DIAC_HUMAN,0
DIAP1_HUMAN,23
DIAP2_HUMAN,4
DIAP3_HUMAN,6
DIC_HUMAN,25
DICER_HUMAN,34
DIDO1_HUMAN,12
DIEXF_HUMAN,18
DIK1A_HUMAN,0
DIK1B_HUMAN,1
DIK1C_HUMAN,0
DIK2A_HUMAN,4
DIK2B_HUMAN,0
DIM1_HUMAN,54
DIP2A_HUMAN,10
DIP2B_HUMAN,0
DIP2C_HUMAN,0
DIRA1_HUMAN,1
DIRA2_HUMAN,3
DIRA3_HUMAN,13
DIRC1_HUMAN,0
DIRC2_HUMAN,0
DISC1_HUMAN,291
DISP1_HUMAN,0
DISP2_HUMAN,0
DISP3_HUMAN,0
DIXC1_HUMAN,2
DJB11_HUMAN,46
DJB12_HUMAN,3
DJB13_HUMAN,0
DJB14_HUMAN,5
DJC10_HUMAN,27
DJC11_HUMAN,28
DJC12_HUMAN,2
DJC13_HUMAN,6
DJC14_HUMAN,3
DJC15_HUMAN,5
DJC16_HUMAN,0
DJC17_HUMAN,79
DJC18_HUMAN,0
DJC21_HUMAN,1
DJC22_HUMAN,0
DJC24_HUMAN,0
DJC25_HUMAN,0
DJC27_HUMAN,1
DJC28_HUMAN,2
DJC30_HUMAN,8
DKC1_HUMAN,40
DKK1_HUMAN,15
DKK2_HUMAN,1
DKK3_HUMAN,51
DKK4_HUMAN,7
DKKL1_HUMAN,76
DLDH_HUMAN,366
DLEC1_HUMAN,14
DLG1_HUMAN,34
DLG2_HUMAN,9
DLG3_HUMAN,47
DLG4_HUMAN,62
DLG5_HUMAN,16
DLGP1_HUMAN,13
DLGP2_HUMAN,5
DLGP3_HUMAN,47
DLGP4_HUMAN,22
DLGP5_HUMAN,7
DLK1_HUMAN,69
DLK2_HUMAN,30
DLL1_HUMAN,4
DLL3_HUMAN,0
DLL4_HUMAN,0
DLP1_HUMAN,3
DLRB1_HUMAN,43
DLRB2_HUMAN,3
DLX1_HUMAN,0
DLX2_HUMAN,7
DLX3_HUMAN,3
DLX4_HUMAN,3
DLX5_HUMAN,5
DLX6_HUMAN,0
DMA_HUMAN,3
DMAC1_HUMAN,5
DMAC2_HUMAN,0
DMAP1_HUMAN,30
DMB_HUMAN,6
DMBT1_HUMAN,3
DMBX1_HUMAN,0
DMC1_HUMAN,18
DMD_HUMAN,28
DMKN_HUMAN,4
DMP1_HUMAN,1
DMP34_HUMAN,0
DMP46_HUMAN,0
DMPK_HUMAN,10
DMRT1_HUMAN,2
DMRT2_HUMAN,1
DMRT3_HUMAN,74
DMRTA_HUMAN,2
DMRTB_HUMAN,17
DMRTC_HUMAN,0
DMRTD_HUMAN,1
DMTA2_HUMAN,0
DMTF1_HUMAN,4
DMWD_HUMAN,41
DMXL1_HUMAN,0
DMXL2_HUMAN,1
DNA2_HUMAN,23
DNAI1_HUMAN,2
DNAI2_HUMAN,11
DNAL1_HUMAN,2
DNAL4_HUMAN,14
DNAS1_HUMAN,0
DND1_HUMAN,12
DNER_HUMAN,1
DNHD1_HUMAN,0
DNJ5B_HUMAN,0
DNJ5G_HUMAN,0
DNJA1_HUMAN,49
DNJA2_HUMAN,19
DNJA3_HUMAN,37
DNJA4_HUMAN,19
DNJB1_HUMAN,22
DNJB2_HUMAN,36
DNJB3_HUMAN,0
DNJB4_HUMAN,22
DNJB5_HUMAN,2
DNJB6_HUMAN,13
DNJB7_HUMAN,0
DNJB8_HUMAN,9
DNJB9_HUMAN,10
DNJC1_HUMAN,11
DNJC2_HUMAN,7
DNJC3_HUMAN,9
DNJC4_HUMAN,2
DNJC5_HUMAN,27
DNJC7_HUMAN,80
DNJC8_HUMAN,13
DNJC9_HUMAN,3
DNLI1_HUMAN,13
DNLI3_HUMAN,17
DNLI4_HUMAN,119
DNLZ_HUMAN,0
DNM1L_HUMAN,170
DNM3A_HUMAN,41
DNM3B_HUMAN,55
DNM3L_HUMAN,76
DNMBP_HUMAN,19
DNMT1_HUMAN,66
DNPEP_HUMAN,24
DNPH1_HUMAN,7
DNS2A_HUMAN,5
DNS2B_HUMAN,37
DNSL1_HUMAN,4
DNSL2_HUMAN,5
DNSL3_HUMAN,3
DOA_HUMAN,1
DOB_HUMAN,0
DOC10_HUMAN,7
DOC11_HUMAN,0
DOC2A_HUMAN,6
DOC2B_HUMAN,0
DOCK1_HUMAN,9
DOCK2_HUMAN,34
DOCK3_HUMAN,2
DOCK4_HUMAN,2
DOCK5_HUMAN,47
DOCK6_HUMAN,0
DOCK7_HUMAN,12
DOCK8_HUMAN,21
DOCK9_HUMAN,2
DOHH_HUMAN,4
DOK1_HUMAN,33
DOK2_HUMAN,19
DOK3_HUMAN,12
DOK4_HUMAN,33
DOK5_HUMAN,12
DOK6_HUMAN,2
DOK7_HUMAN,4
DOLK_HUMAN,3
DONS_HUMAN,26
DOP1_HUMAN,0
DOP2_HUMAN,0
DOPD_HUMAN,0
DOPO_HUMAN,6
DOPP1_HUMAN,7
DOT1L_HUMAN,36
DOXA1_HUMAN,0
DOXA2_HUMAN,0
DP13A_HUMAN,56
DP13B_HUMAN,25
DP2NB_HUMAN,0
DPA1_HUMAN,92
DPB1_HUMAN,17
DPCA2_HUMAN,0
DPCD_HUMAN,2
DPEP1_HUMAN,54
DPEP2_HUMAN,25
DPEP3_HUMAN,4
DPF1_HUMAN,8
DPF3_HUMAN,44
DPH1_HUMAN,5
DPH2_HUMAN,14
DPH3_HUMAN,6
DPH3B_HUMAN,0
DPH5_HUMAN,7
DPH6_HUMAN,3
DPH7_HUMAN,3
DPM1_HUMAN,6
DPM2_HUMAN,1
DPM3_HUMAN,2
DPOA2_HUMAN,11
DPOD1_HUMAN,62
DPOD2_HUMAN,14
DPOD3_HUMAN,13
DPOD4_HUMAN,5
DPOE1_HUMAN,18
DPOE2_HUMAN,27
DPOE3_HUMAN,23
DPOE4_HUMAN,8
DPOG1_HUMAN,42
DPOG2_HUMAN,11
DPOLA_HUMAN,26
DPOLB_HUMAN,26
DPOLL_HUMAN,41
DPOLM_HUMAN,5
DPOLN_HUMAN,20
DPOLQ_HUMAN,33
DPP10_HUMAN,2
DPP2_HUMAN,7
DPP3_HUMAN,6
DPP4_HUMAN,7
DPP6_HUMAN,0
DPP8_HUMAN,7
DPP9_HUMAN,11
DPPA2_HUMAN,3
DPPA3_HUMAN,295
DPPA4_HUMAN,112
DPPA5_HUMAN,0
DPRX_HUMAN,0
DPS1_HUMAN,0
DPTOR_HUMAN,13
DPY30_HUMAN,30
DPYD_HUMAN,3
DPYL1_HUMAN,22
DPYL2_HUMAN,18
DPYL3_HUMAN,10
DPYL4_HUMAN,4
DPYL5_HUMAN,8
DPYS_HUMAN,3
DQA1_HUMAN,32
DQA2_HUMAN,0
DQB1_HUMAN,1
DQB2_HUMAN,7
DQX1_HUMAN,12
DR4L1_HUMAN,0
DR4L2_HUMAN,6
DR9C7_HUMAN,0
DRA_HUMAN,40
DRAM1_HUMAN,7
DRAM2_HUMAN,0
DRAXI_HUMAN,0
DRB_HUMAN,26
DRB3_HUMAN,13
DRB4_HUMAN,9
DRB5_HUMAN,13
DRC1_HUMAN,0
DRC10_HUMAN,0
DRC11_HUMAN,0
DRC2_HUMAN,6
DRC3_HUMAN,1
DRC4_HUMAN,65
DRC5_HUMAN,0
DRC6_HUMAN,39
DRC7_HUMAN,1
DRC8_HUMAN,2
DRC9_HUMAN,4
DRD1_HUMAN,9
DRD2_HUMAN,21
DRD3_HUMAN,10
DRD4_HUMAN,11
DRD5_HUMAN,4
DREB_HUMAN,166
DRG1_HUMAN,20
DRG2_HUMAN,15
DRGX_HUMAN,0
DRIC1_HUMAN,8
DRP2_HUMAN,2
DRS7B_HUMAN,2
DRS7C_HUMAN,0
DS13A_HUMAN,99
DS13B_HUMAN,99
DSA2D_HUMAN,0
DSC1_HUMAN,2
DSC10_HUMAN,0
DSC2_HUMAN,5
DSC3_HUMAN,2
DSCAM_HUMAN,0
DSCL1_HUMAN,3
DSCR4_HUMAN,2
DSCR6_HUMAN,2
DSCR8_HUMAN,0
DSCR9_HUMAN,1
DSE_HUMAN,0
DSEL_HUMAN,0
DSG1_HUMAN,4
DSG2_HUMAN,2
DSG3_HUMAN,1
DSG4_HUMAN,0
DSN1_HUMAN,38
DSPP_HUMAN,0
DSRAD_HUMAN,5
DT3UO_HUMAN,92
DTBP1_HUMAN,116
DTD1_HUMAN,12
DTD2_HUMAN,2
DTHD1_HUMAN,0
DTL_HUMAN,75
DTNA_HUMAN,15
DTNB_HUMAN,49
DTWD1_HUMAN,1
DTWD2_HUMAN,12
DTX1_HUMAN,10
DTX2_HUMAN,105
DTX3_HUMAN,12
DTX3L_HUMAN,17
DTX4_HUMAN,3
DU4L2_HUMAN,0
DU4L3_HUMAN,0
DU4L4_HUMAN,0
DU4L5_HUMAN,0
DU4L6_HUMAN,0
DU4L7_HUMAN,0
DUOX1_HUMAN,0
DUOX2_HUMAN,0
DUPD1_HUMAN,10
DUS1_HUMAN,36
DUS10_HUMAN,59
DUS11_HUMAN,35
DUS12_HUMAN,48
DUS14_HUMAN,45
DUS15_HUMAN,26
DUS16_HUMAN,51
DUS18_HUMAN,6
DUS19_HUMAN,78
DUS1L_HUMAN,0
DUS2_HUMAN,65
DUS21_HUMAN,59
DUS22_HUMAN,134
DUS23_HUMAN,103
DUS26_HUMAN,46
DUS27_HUMAN,1
DUS28_HUMAN,55
DUS2L_HUMAN,1
DUS3_HUMAN,17
DUS3L_HUMAN,16
DUS4_HUMAN,61
DUS4L_HUMAN,5
DUS5_HUMAN,46
DUS6_HUMAN,79
DUS7_HUMAN,56
DUS8_HUMAN,39
DUS9_HUMAN,81
DUSTY_HUMAN,12
DUT_HUMAN,24
DUTL_HUMAN,0
DUX1_HUMAN,0
DUX3_HUMAN,0
DUX4_HUMAN,2
DUX4C_HUMAN,0
DUX5_HUMAN,0
DUXA_HUMAN,0
DUXB_HUMAN,0
DVL1_HUMAN,22
DVL2_HUMAN,94
DVL3_HUMAN,121
DVLP1_HUMAN,1
DWORF_HUMAN,0
DX39A_HUMAN,28
DX39B_HUMAN,125
DXO_HUMAN,12
DYDC1_HUMAN,6
DYDC2_HUMAN,3
DYH1_HUMAN,0
DYH10_HUMAN,0
DYH11_HUMAN,0
DYH12_HUMAN,0
DYH14_HUMAN,3
DYH17_HUMAN,0
DYH2_HUMAN,0
DYH3_HUMAN,0
DYH5_HUMAN,0
DYH6_HUMAN,0
DYH7_HUMAN,0
DYH8_HUMAN,2
DYH9_HUMAN,3
DYHC1_HUMAN,70
DYHC2_HUMAN,1
DYL1_HUMAN,223
DYL2_HUMAN,44
DYLT1_HUMAN,178
DYLT3_HUMAN,11
DYM_HUMAN,0
DYN1_HUMAN,30
DYN2_HUMAN,51
DYN3_HUMAN,19
DYNAP_HUMAN,0
DYR_HUMAN,7
DYR1A_HUMAN,358
DYR1B_HUMAN,53
DYR2_HUMAN,0
DYRK2_HUMAN,55
DYRK3_HUMAN,2
DYRK4_HUMAN,9
DYSF_HUMAN,2
DYST_HUMAN,5
DYTN_HUMAN,0
DZAN1_HUMAN,0
DZI1L_HUMAN,6
DZIP1_HUMAN,4
DZIP3_HUMAN,39
E2AK1_HUMAN,11
E2AK2_HUMAN,67
E2AK3_HUMAN,8
E2AK4_HUMAN,1
E2F1_HUMAN,99
E2F2_HUMAN,17
E2F3_HUMAN,30
E2F4_HUMAN,36
E2F5_HUMAN,4
E2F6_HUMAN,62
E2F7_HUMAN,2
E2F8_HUMAN,2
E400N_HUMAN,1
E41L1_HUMAN,20
E41L2_HUMAN,27
E41L3_HUMAN,70
E41L5_HUMAN,25
E41LA_HUMAN,1
E41LB_HUMAN,1
E4F1_HUMAN,69
EAA1_HUMAN,4
EAA2_HUMAN,10
EAA3_HUMAN,37
EAA4_HUMAN,0
EAA5_HUMAN,1
EAF1_HUMAN,75
EAF2_HUMAN,20
EAF6_HUMAN,36
EAPP_HUMAN,41
EBLN1_HUMAN,0
EBLN2_HUMAN,0
EBP_HUMAN,102
EBP2_HUMAN,62
EBPL_HUMAN,0
ECD_HUMAN,29
ECE1_HUMAN,18
ECE2_HUMAN,7
ECEL1_HUMAN,0
ECH1_HUMAN,21
ECHA_HUMAN,75
ECHB_HUMAN,74
ECHD1_HUMAN,6
ECHD2_HUMAN,12
ECHD3_HUMAN,0
ECHM_HUMAN,51
ECHP_HUMAN,75
ECI1_HUMAN,13
ECI2_HUMAN,9
ECM1_HUMAN,15
ECM2_HUMAN,0
ECM29_HUMAN,81
ECP_HUMAN,13
ECSCR_HUMAN,2
ECSIT_HUMAN,84
ECT2_HUMAN,154
ECT2L_HUMAN,0
EDA_HUMAN,59
EDAD_HUMAN,8
EDAR_HUMAN,7
EDC3_HUMAN,34
EDC4_HUMAN,32
EDD13_HUMAN,0
EDEM1_HUMAN,19
EDEM2_HUMAN,21
EDEM3_HUMAN,59
EDF1_HUMAN,12
EDIL3_HUMAN,7
EDN1_HUMAN,3
EDN2_HUMAN,0
EDN3_HUMAN,0
EDNRA_HUMAN,18
EDNRB_HUMAN,27
EDRF1_HUMAN,3
EEA1_HUMAN,78
EED_HUMAN,488
EEPD1_HUMAN,3
EF1A1_HUMAN,180
EF1A2_HUMAN,24
EF1A3_HUMAN,0
EF1B_HUMAN,28
EF1D_HUMAN,64
EF1DL_HUMAN,0
EF1G_HUMAN,37
EF2_HUMAN,89
EF2K_HUMAN,26
EF2KT_HUMAN,15
EFC1_HUMAN,0
EFC10_HUMAN,0
EFC11_HUMAN,1
EFC12_HUMAN,0
EFC13_HUMAN,0
EFC14_HUMAN,0
EFC2_HUMAN,0
EFC4A_HUMAN,7
EFC4B_HUMAN,25
EFCB1_HUMAN,0
EFCB3_HUMAN,3
EFCB5_HUMAN,0
EFCB6_HUMAN,4
EFCB7_HUMAN,0
EFCB8_HUMAN,0
EFCB9_HUMAN,0
EFCC1_HUMAN,0
EFCE2_HUMAN,0
EFGM_HUMAN,2
EFHB_HUMAN,0
EFHC1_HUMAN,71
EFHC2_HUMAN,21
EFHD1_HUMAN,2
EFHD2_HUMAN,16
EFL1_HUMAN,14
EFMT1_HUMAN,5
EFMT2_HUMAN,0
EFMT3_HUMAN,60
EFMT4_HUMAN,0
EFNA1_HUMAN,6
EFNA2_HUMAN,2
EFNA3_HUMAN,6
EFNA4_HUMAN,0
EFNA5_HUMAN,7
EFNB1_HUMAN,10
EFNB2_HUMAN,59
EFNB3_HUMAN,23
EFNMT_HUMAN,12
EFR3A_HUMAN,5
EFR3B_HUMAN,0
EFS_HUMAN,21
EFTS_HUMAN,22
EFTU_HUMAN,91
EGF_HUMAN,6
EGFEM_HUMAN,0
EGFL6_HUMAN,15
EGFL7_HUMAN,7
EGFL8_HUMAN,9
EGFLA_HUMAN,0
EGFR_HUMAN,1203
EGLN_HUMAN,12
EGLN1_HUMAN,25
EGLN2_HUMAN,15
EGLN3_HUMAN,1286
EGR1_HUMAN,31
EGR2_HUMAN,16
EGR3_HUMAN,0
EGR4_HUMAN,2
EH1L1_HUMAN,9
EHBP1_HUMAN,5
EHD1_HUMAN,39
EHD2_HUMAN,15
EHD3_HUMAN,22
EHD4_HUMAN,20
EHF_HUMAN,6
EHMT1_HUMAN,12
EHMT2_HUMAN,85
EI24_HUMAN,2
EI2BA_HUMAN,19
EI2BB_HUMAN,43
EI2BD_HUMAN,9
EI2BE_HUMAN,16
EI2BG_HUMAN,23
EID1_HUMAN,36
EID2_HUMAN,6
EID2B_HUMAN,25
EID3_HUMAN,21
EIF1_HUMAN,5
EIF1A_HUMAN,7
EIF1B_HUMAN,36
EIF2A_HUMAN,19
EIF2D_HUMAN,9
EIF3A_HUMAN,141
EIF3B_HUMAN,34
EIF3C_HUMAN,58
EIF3D_HUMAN,54
EIF3E_HUMAN,143
EIF3F_HUMAN,68
EIF3G_HUMAN,23
EIF3H_HUMAN,61
EIF3I_HUMAN,73
EIF3J_HUMAN,6
EIF3K_HUMAN,17
EIF3L_HUMAN,32
EIF3M_HUMAN,26
EIFCL_HUMAN,15
EIPR1_HUMAN,50
EKI1_HUMAN,4
EKI2_HUMAN,6
ELA_HUMAN,0
ELAF_HUMAN,2
ELAV1_HUMAN,1745
ELAV2_HUMAN,91
ELAV3_HUMAN,2
ELAV4_HUMAN,7
ELB3B_HUMAN,0
ELB3C_HUMAN,0
ELB3D_HUMAN,0
ELF1_HUMAN,4
ELF2_HUMAN,2
ELF3_HUMAN,29
ELF4_HUMAN,4
ELF5_HUMAN,5
ELFN1_HUMAN,0
ELK1_HUMAN,20
ELK3_HUMAN,5
ELK4_HUMAN,3
ELL_HUMAN,16
ELL2_HUMAN,17
ELL3_HUMAN,13
ELMD1_HUMAN,6
ELMD2_HUMAN,1
ELMD3_HUMAN,2
ELMO1_HUMAN,18
ELMO2_HUMAN,3
ELMO3_HUMAN,7
ELN_HUMAN,9
ELNE_HUMAN,7
ELOA1_HUMAN,74
ELOA2_HUMAN,7
ELOA3_HUMAN,2
ELOB_HUMAN,28
ELOC_HUMAN,49
ELOF1_HUMAN,2
ELOV1_HUMAN,5
ELOV2_HUMAN,0
ELOV3_HUMAN,1
ELOV4_HUMAN,70
ELOV5_HUMAN,14
ELOV6_HUMAN,1
ELOV7_HUMAN,4
ELP1_HUMAN,35
ELP2_HUMAN,20
ELP3_HUMAN,25
ELP4_HUMAN,7
ELP5_HUMAN,0
ELP6_HUMAN,10
ELYS_HUMAN,1
EM55_HUMAN,38
EMAL1_HUMAN,10
EMAL2_HUMAN,10
EMAL3_HUMAN,1
EMAL4_HUMAN,2
EMAL5_HUMAN,0
EMAL6_HUMAN,0
EMARD_HUMAN,0
EMB_HUMAN,0
EMC1_HUMAN,20
EMC10_HUMAN,0
EMC2_HUMAN,115
EMC3_HUMAN,14
EMC4_HUMAN,15
EMC6_HUMAN,29
EMC7_HUMAN,26
EMC8_HUMAN,42
EMC9_HUMAN,10
EMD_HUMAN,154
EME1_HUMAN,3
EME2_HUMAN,3
EMID1_HUMAN,5
EMIL1_HUMAN,56
EMIL2_HUMAN,0
EMIL3_HUMAN,2
EMP1_HUMAN,38
EMP2_HUMAN,1
EMP3_HUMAN,28
EMRE_HUMAN,9
EMSY_HUMAN,38
EMX1_HUMAN,6
EMX2_HUMAN,4
EN113_HUMAN,0
ENAH_HUMAN,7
ENAM_HUMAN,0
ENASE_HUMAN,0
ENC1_HUMAN,9
ENDD1_HUMAN,2
ENDOU_HUMAN,0
ENDOV_HUMAN,9
ENH1_HUMAN,0
ENH3_HUMAN,0
ENHO_HUMAN,0
ENK11_HUMAN,0
ENK13_HUMAN,0
ENK18_HUMAN,0
ENK19_HUMAN,0
ENK21_HUMAN,0
ENK24_HUMAN,0
ENK25_HUMAN,0
ENK5_HUMAN,0
ENK6_HUMAN,2
ENK7_HUMAN,0
ENK8_HUMAN,0
ENK9_HUMAN,0
ENKD1_HUMAN,135
ENKUR_HUMAN,1
ENL_HUMAN,42
ENO4_HUMAN,0
ENOA_HUMAN,222
ENOB_HUMAN,21
ENOF1_HUMAN,0
ENOG_HUMAN,50
ENOL_HUMAN,0
ENOPH_HUMAN,11
ENOX1_HUMAN,6
ENOX2_HUMAN,9
ENPL_HUMAN,81
ENPLL_HUMAN,34
ENPP1_HUMAN,3
ENPP2_HUMAN,2
ENPP3_HUMAN,0
ENPP4_HUMAN,2
ENPP5_HUMAN,0
ENPP6_HUMAN,41
ENPP7_HUMAN,13
ENR1_HUMAN,0
ENSA_HUMAN,19
ENTD1_HUMAN,0
ENTK_HUMAN,0
ENTP1_HUMAN,2
ENTP2_HUMAN,1
ENTP3_HUMAN,7
ENTP4_HUMAN,5
ENTP5_HUMAN,1
ENTP6_HUMAN,0
ENTP7_HUMAN,13
ENTP8_HUMAN,0
ENTR1_HUMAN,8
ENVT1_HUMAN,0
ENY2_HUMAN,11
EOGT_HUMAN,8
EOLA1_HUMAN,0
EOLA2_HUMAN,0
EOMES_HUMAN,1
EP15R_HUMAN,30
EP2A2_HUMAN,39
EP300_HUMAN,588
EP3A_HUMAN,0
EP3B_HUMAN,6
EP400_HUMAN,36
EPAB2_HUMAN,0
EPAG_HUMAN,0
EPAS1_HUMAN,102
EPB42_HUMAN,5
EPC1_HUMAN,29
EPC2_HUMAN,2
EPCAM_HUMAN,1
EPCR_HUMAN,3
EPDR1_HUMAN,12
EPG5_HUMAN,1
EPGN_HUMAN,0
EPHA1_HUMAN,75
EPHA2_HUMAN,55
EPHA3_HUMAN,16
EPHA4_HUMAN,8
EPHA5_HUMAN,2
EPHA6_HUMAN,0
EPHA7_HUMAN,27
EPHA8_HUMAN,8
EPHAA_HUMAN,0
EPHB1_HUMAN,9
EPHB2_HUMAN,19
EPHB3_HUMAN,4
EPHB4_HUMAN,6
EPHB6_HUMAN,16
EPHX3_HUMAN,0
EPHX4_HUMAN,0
EPIPL_HUMAN,5
EPM2A_HUMAN,39
EPMIP_HUMAN,17
EPN1_HUMAN,33
EPN2_HUMAN,32
EPN3_HUMAN,32
EPN4_HUMAN,27
EPO_HUMAN,2
EPOP_HUMAN,19
EPOR_HUMAN,24
EPPI_HUMAN,4
EPS15_HUMAN,90
EPS8_HUMAN,40
EPT1_HUMAN,2
EPYC_HUMAN,0
EQTN_HUMAN,0
ER6L2_HUMAN,0
ERAL1_HUMAN,10
ERAP1_HUMAN,4
ERAP2_HUMAN,0
ERB1_HUMAN,0
ERBB2_HUMAN,212
ERBB3_HUMAN,167
ERBB4_HUMAN,70
ERBIN_HUMAN,62
ERC2_HUMAN,10
ERC6L_HUMAN,42
ERCC1_HUMAN,32
ERCC2_HUMAN,11
ERCC3_HUMAN,35
ERCC5_HUMAN,11
ERCC6_HUMAN,75
ERCC8_HUMAN,54
ERD21_HUMAN,25
ERD22_HUMAN,22
ERD23_HUMAN,8
EREG_HUMAN,9
ERF_HUMAN,9
ERF1_HUMAN,13
ERF3A_HUMAN,48
ERF3B_HUMAN,33
ERFE_HUMAN,0
ERFL_HUMAN,0
ERG_HUMAN,92
ERG1_HUMAN,4
ERG24_HUMAN,2
ERG28_HUMAN,45
ERG7_HUMAN,5
ERGI1_HUMAN,18
ERGI2_HUMAN,1
ERGI3_HUMAN,196
ERH_HUMAN,56
ERI1_HUMAN,1
ERI2_HUMAN,2
ERI3_HUMAN,1
ERI6B_HUMAN,0
ERIC1_HUMAN,1
ERIC2_HUMAN,1
ERIC3_HUMAN,0
ERIC4_HUMAN,0
ERIC5_HUMAN,0
ERIP6_HUMAN,1
ERIT1_HUMAN,0
ERK25_HUMAN,0
ERLEC_HUMAN,24
ERLN1_HUMAN,18
ERLN2_HUMAN,56
ERMAP_HUMAN,16
ERMIN_HUMAN,1
ERMP1_HUMAN,33
ERN1_HUMAN,24
ERN2_HUMAN,2
ERO1A_HUMAN,15
ERO1B_HUMAN,10
ERP27_HUMAN,3
ERP29_HUMAN,22
ERP44_HUMAN,64
ERPG3_HUMAN,75
ERR1_HUMAN,26
ERR2_HUMAN,102
ERR3_HUMAN,27
ERRFI_HUMAN,79
ERVV1_HUMAN,0
ERVV2_HUMAN,0
ES8L1_HUMAN,7
ES8L2_HUMAN,5
ES8L3_HUMAN,2
ESAM_HUMAN,5
ESCO1_HUMAN,3
ESCO2_HUMAN,20
ESF1_HUMAN,5
ESIP1_HUMAN,4
ESM1_HUMAN,3
ESPB1_HUMAN,7
ESPL1_HUMAN,32
ESPN_HUMAN,9
ESPNL_HUMAN,2
ESR1_HUMAN,657
ESR2_HUMAN,2311
ESRG_HUMAN,0
ESRP1_HUMAN,25
ESRP2_HUMAN,1
ESS2_HUMAN,22
EST1_HUMAN,3
EST1A_HUMAN,11
EST2_HUMAN,0
EST3_HUMAN,1
EST4A_HUMAN,0
EST5A_HUMAN,0
ESTD_HUMAN,7
ESX1_HUMAN,3
ESYT1_HUMAN,8
ESYT2_HUMAN,1
ESYT3_HUMAN,0
ETAA1_HUMAN,119
ETDA_HUMAN,0
ETDB_HUMAN,0
ETDC_HUMAN,0
ETFA_HUMAN,39
ETFB_HUMAN,14
ETFD_HUMAN,3
ETFR1_HUMAN,15
ETHE1_HUMAN,35
ETKMT_HUMAN,12
ETS1_HUMAN,41
ETS2_HUMAN,23
ETV1_HUMAN,6
ETV2_HUMAN,1
ETV3_HUMAN,2
ETV3L_HUMAN,0
ETV4_HUMAN,8
ETV5_HUMAN,9
ETV6_HUMAN,22
ETV7_HUMAN,7
EURL_HUMAN,0
EVA1A_HUMAN,8
EVA1B_HUMAN,0
EVA1C_HUMAN,35
EVC_HUMAN,0
EVG1_HUMAN,3
EVI2A_HUMAN,16
EVI2B_HUMAN,7
EVI5_HUMAN,25
EVI5L_HUMAN,6
EVL_HUMAN,20
EVPL_HUMAN,19
