UniprotID,No. Partners
SL9C2_HUMAN,0
SL9P1_HUMAN,0
SLAF1_HUMAN,113
SLAF5_HUMAN,4
SLAF6_HUMAN,8
SLAF7_HUMAN,14
SLAF8_HUMAN,2
SLAF9_HUMAN,0
SLAI1_HUMAN,32
SLAI2_HUMAN,38
SLAP1_HUMAN,14
SLAP2_HUMAN,6
SLBP_HUMAN,27
SLC31_HUMAN,0
SLD5_HUMAN,22
SLF1_HUMAN,1
SLF2_HUMAN,6
SLFN5_HUMAN,0
SLIB_HUMAN,0
SLIK1_HUMAN,2
SLIK2_HUMAN,0
SLIK3_HUMAN,0
SLIK4_HUMAN,2
SLIK5_HUMAN,2
SLIK6_HUMAN,0
SLIP_HUMAN,0
SLIRP_HUMAN,7
SLIT1_HUMAN,4
SLIT2_HUMAN,8
SLIT3_HUMAN,0
SLK_HUMAN,9
SLMAP_HUMAN,34
SLN11_HUMAN,0
SLN12_HUMAN,2
SLN13_HUMAN,0
SLN14_HUMAN,0
SLNL1_HUMAN,1
SLPI_HUMAN,14
SLTM_HUMAN,46
SLU7_HUMAN,25
SLUR1_HUMAN,0
SLUR2_HUMAN,0
SLX1_HUMAN,65
SLX4_HUMAN,41
SLX4I_HUMAN,12
SM34A_HUMAN,0
SM34B_HUMAN,0
SMA5O_HUMAN,0
SMAD1_HUMAN,105
SMAD2_HUMAN,229
SMAD3_HUMAN,308
SMAD4_HUMAN,178
SMAD5_HUMAN,42
SMAD6_HUMAN,40
SMAD7_HUMAN,80
SMAD9_HUMAN,117
SMAG1_HUMAN,27
SMAG2_HUMAN,9
SMAGP_HUMAN,11
SMAKA_HUMAN,5
SMAL1_HUMAN,1
SMAP_HUMAN,28
SMAP1_HUMAN,24
SMAP2_HUMAN,12
SMBP2_HUMAN,7
SMBT1_HUMAN,13
SMBT2_HUMAN,1
SMC1A_HUMAN,76
SMC1B_HUMAN,2
SMC2_HUMAN,16
SMC3_HUMAN,66
SMC4_HUMAN,15
SMC5_HUMAN,11
SMC6_HUMAN,49
SMCA1_HUMAN,13
SMCA2_HUMAN,67
SMCA4_HUMAN,130
SMCA5_HUMAN,36
SMCE1_HUMAN,92
SMCO1_HUMAN,4
SMCO2_HUMAN,0
SMCO3_HUMAN,1
SMCO4_HUMAN,21
SMCR5_HUMAN,0
SMCR8_HUMAN,4
SMD1_HUMAN,31
SMD2_HUMAN,64
SMD3_HUMAN,37
SMDC1_HUMAN,0
SMG1_HUMAN,24
SMG1L_HUMAN,0
SMG5_HUMAN,3
SMG7_HUMAN,4
SMG8_HUMAN,3
SMG9_HUMAN,37
SMHD1_HUMAN,22
SMI19_HUMAN,3
SMI21_HUMAN,0
SMIM1_HUMAN,2
SMIM2_HUMAN,1
SMIM3_HUMAN,1
SMIM4_HUMAN,0
SMIM5_HUMAN,0
SMIM6_HUMAN,0
SMIM7_HUMAN,0
SMIM8_HUMAN,0
SMIM9_HUMAN,0
SMKR1_HUMAN,0
SMLR1_HUMAN,0
SMN_HUMAN,234
SMO_HUMAN,18
SMOC1_HUMAN,12
SMOC2_HUMAN,13
SMOX_HUMAN,24
SMPX_HUMAN,0
SMR3A_HUMAN,6
SMR3B_HUMAN,3
SMRC1_HUMAN,46
SMRC2_HUMAN,40
SMRCD_HUMAN,119
SMRD1_HUMAN,171
SMRD2_HUMAN,14
SMRD3_HUMAN,28
SMRP1_HUMAN,21
SMS_HUMAN,0
SMS1_HUMAN,0
SMS2_HUMAN,2
SMTL1_HUMAN,0
SMTL2_HUMAN,14
SMTN_HUMAN,0
SMU1_HUMAN,26
SMUF1_HUMAN,392
SMUF2_HUMAN,138
SMUG1_HUMAN,32
SMYD1_HUMAN,24
SMYD2_HUMAN,14
SMYD3_HUMAN,16
SMYD4_HUMAN,0
SMYD5_HUMAN,2
SN_HUMAN,0
SN12L_HUMAN,0
SNAA_HUMAN,63
SNAB_HUMAN,29
SNAG_HUMAN,24
SNAI1_HUMAN,456
SNAI2_HUMAN,35
SNAI3_HUMAN,6
SNAPN_HUMAN,42
SNAT_HUMAN,8
SNCAP_HUMAN,22
SND1_HUMAN,33
SNED1_HUMAN,0
SNF5_HUMAN,127
SNF8_HUMAN,29
SNG1_HUMAN,25
SNG2_HUMAN,1
SNG2L_HUMAN,0
SNG3_HUMAN,7
SNG4_HUMAN,0
SNH12_HUMAN,0
SNH28_HUMAN,0
SNIP1_HUMAN,72
SNIT1_HUMAN,0
SNN_HUMAN,4
SNORC_HUMAN,2
SNP23_HUMAN,31
SNP25_HUMAN,21
SNP29_HUMAN,66
SNP47_HUMAN,11
SNPC1_HUMAN,26
SNPC2_HUMAN,4
SNPC3_HUMAN,8
SNPC4_HUMAN,4
SNPC5_HUMAN,17
SNPH_HUMAN,6
SNR25_HUMAN,8
SNR27_HUMAN,98
SNR40_HUMAN,35
SNR48_HUMAN,0
SNRK_HUMAN,3
SNRPA_HUMAN,56
SNTA1_HUMAN,77
SNTAN_HUMAN,0
SNTB1_HUMAN,1
SNTB2_HUMAN,6
SNTG1_HUMAN,3
SNTG2_HUMAN,15
SNUFL_HUMAN,0
SNURF_HUMAN,1
SNUT1_HUMAN,50
SNUT2_HUMAN,49
SNW1_HUMAN,539
SNX1_HUMAN,61
SNX10_HUMAN,3
SNX11_HUMAN,24
SNX12_HUMAN,8
SNX13_HUMAN,5
SNX14_HUMAN,0
SNX15_HUMAN,5
SNX16_HUMAN,0
SNX17_HUMAN,12
SNX18_HUMAN,6
SNX19_HUMAN,1
SNX2_HUMAN,26
SNX20_HUMAN,11
SNX21_HUMAN,32
SNX22_HUMAN,1
SNX24_HUMAN,18
SNX25_HUMAN,0
SNX27_HUMAN,53
SNX29_HUMAN,0
SNX3_HUMAN,26
SNX30_HUMAN,0
SNX31_HUMAN,0
SNX32_HUMAN,14
SNX33_HUMAN,3
SNX4_HUMAN,15
SNX5_HUMAN,10
SNX6_HUMAN,19
SNX7_HUMAN,6
SNX8_HUMAN,12
SNX9_HUMAN,24
SO1A2_HUMAN,5
SO1B1_HUMAN,9
SO1B3_HUMAN,0
SO1B7_HUMAN,0
SO1C1_HUMAN,0
SO2A1_HUMAN,0
SO2B1_HUMAN,1
SO3A1_HUMAN,1
SO4A1_HUMAN,1
SO4C1_HUMAN,0
SO5A1_HUMAN,0
SO6A1_HUMAN,12
SOAT_HUMAN,84
SOAT1_HUMAN,119
SOAT2_HUMAN,21
SOBP_HUMAN,1
SOCS1_HUMAN,101
SOCS2_HUMAN,73
SOCS3_HUMAN,59
SOCS4_HUMAN,26
SOCS5_HUMAN,5
SOCS6_HUMAN,122
SOCS7_HUMAN,112
SODC_HUMAN,359
SODE_HUMAN,7
SODM_HUMAN,54
SOGA1_HUMAN,23
SOGA3_HUMAN,0
SOLH1_HUMAN,9
SOLH2_HUMAN,0
SOM2_HUMAN,2
SOMA_HUMAN,4
SON_HUMAN,6
SORC1_HUMAN,1
SORC2_HUMAN,0
SORC3_HUMAN,0
SORCN_HUMAN,30
SORL_HUMAN,9
SORT_HUMAN,129
SOS1_HUMAN,31
SOS2_HUMAN,3
SOSB1_HUMAN,18
SOSB2_HUMAN,11
SOSD1_HUMAN,3
SOSSC_HUMAN,9
SOST_HUMAN,128
SOX_HUMAN,6
SOX1_HUMAN,1
SOX10_HUMAN,10
SOX11_HUMAN,0
SOX12_HUMAN,1
SOX13_HUMAN,5
SOX14_HUMAN,4
SOX15_HUMAN,3
SOX17_HUMAN,4
SOX18_HUMAN,1
SOX2_HUMAN,579
SOX21_HUMAN,0
SOX3_HUMAN,9
SOX30_HUMAN,4
SOX4_HUMAN,36
SOX5_HUMAN,22
SOX6_HUMAN,7
SOX7_HUMAN,2
SOX8_HUMAN,0
SOX9_HUMAN,15
SP1_HUMAN,197
SP100_HUMAN,25
SP110_HUMAN,2
SP130_HUMAN,13
SP140_HUMAN,1
SP14L_HUMAN,1
SP16H_HUMAN,30
SP17_HUMAN,10
SP2_HUMAN,6
SP201_HUMAN,0
SP202_HUMAN,0
SP20H_HUMAN,8
SP3_HUMAN,24
SP30L_HUMAN,5
SP4_HUMAN,31
SP5_HUMAN,0
SP6_HUMAN,8
SP7_HUMAN,5
SP8_HUMAN,0
SP9_HUMAN,0
SPA11_HUMAN,0
SPA12_HUMAN,18
SPA13_HUMAN,0
SPA24_HUMAN,23
SPA2L_HUMAN,1
SPA5L_HUMAN,7
SPA6L_HUMAN,3
SPA9_HUMAN,0
SPAC7_HUMAN,0
SPAG1_HUMAN,3
SPAG4_HUMAN,23
SPAG5_HUMAN,48
SPAG6_HUMAN,2
SPAG7_HUMAN,2
SPAG8_HUMAN,56
SPAR_HUMAN,0
SPART_HUMAN,32
SPAS1_HUMAN,1
SPAS2_HUMAN,1
SPAST_HUMAN,51
SPAT1_HUMAN,25
SPAT2_HUMAN,29
SPAT4_HUMAN,1
SPAT6_HUMAN,2
SPAT7_HUMAN,2
SPAT8_HUMAN,13
SPAT9_HUMAN,0
SPB1_HUMAN,38
SPB10_HUMAN,0
SPB11_HUMAN,9
SPB12_HUMAN,0
SPB13_HUMAN,14
SPB3_HUMAN,9
SPB4_HUMAN,2
SPB5_HUMAN,44
SPB6_HUMAN,5
SPB7_HUMAN,0
SPB8_HUMAN,9
SPB9_HUMAN,29
SPC1L_HUMAN,23
SPC24_HUMAN,23
SPC25_HUMAN,28
SPCS_HUMAN,1
SPCS1_HUMAN,5
SPCS2_HUMAN,43
SPCS3_HUMAN,1
SPD11_HUMAN,0
SPD16_HUMAN,0
SPD2A_HUMAN,70
SPD2B_HUMAN,0
SPDE1_HUMAN,0
SPDE2_HUMAN,0
SPDE3_HUMAN,0
SPDE4_HUMAN,1
SPDE5_HUMAN,0
SPDE6_HUMAN,0
SPDE7_HUMAN,0
SPDEF_HUMAN,15
SPDL3_HUMAN,0
SPDLY_HUMAN,259
SPDYA_HUMAN,6
SPDYC_HUMAN,0
SPE2B_HUMAN,1
SPE39_HUMAN,7
SPEB_HUMAN,9
SPEE_HUMAN,6
SPEF1_HUMAN,4
SPEF2_HUMAN,0
SPEG_HUMAN,5
SPEGN_HUMAN,0
SPEM1_HUMAN,4
SPEM2_HUMAN,0
SPEM3_HUMAN,0
SPERI_HUMAN,3
SPESP_HUMAN,0
SPF27_HUMAN,91
SPF30_HUMAN,22
SPF45_HUMAN,32
SPG16_HUMAN,5
SPG17_HUMAN,0
SPG21_HUMAN,146
SPG7_HUMAN,19
SPGOS_HUMAN,0
SPHAR_HUMAN,0
SPHK1_HUMAN,10
SPHK2_HUMAN,0
SPHM_HUMAN,0
SPI1_HUMAN,30
SPI2_HUMAN,5
SPI2A_HUMAN,0
SPI2B_HUMAN,23
SPIB_HUMAN,10
SPIC_HUMAN,1
SPICE_HUMAN,136
SPIDR_HUMAN,10
SPIN1_HUMAN,17
SPIN3_HUMAN,0
SPIN4_HUMAN,0
SPIR1_HUMAN,1
SPIR2_HUMAN,32
SPIT1_HUMAN,10
SPIT2_HUMAN,99
SPIT3_HUMAN,0
SPIT4_HUMAN,0
SPKAP_HUMAN,1
SPN1_HUMAN,19
SPN90_HUMAN,32
SPNDC_HUMAN,1
SPNS1_HUMAN,20
SPNS2_HUMAN,0
SPNS3_HUMAN,1
SPNXA_HUMAN,4
SPNXB_HUMAN,0
SPNXC_HUMAN,0
SPNXD_HUMAN,1
SPO11_HUMAN,2
SPOC1_HUMAN,0
SPON1_HUMAN,0
SPON2_HUMAN,1
SPOP_HUMAN,83
SPOPL_HUMAN,4
SPOT1_HUMAN,0
SPP24_HUMAN,0
SPP2A_HUMAN,10
SPP2B_HUMAN,81
SPP2C_HUMAN,3
SPPL3_HUMAN,0
SPR1A_HUMAN,1
SPR1B_HUMAN,0
SPR2A_HUMAN,1
SPR2B_HUMAN,0
SPR2D_HUMAN,0
SPR2E_HUMAN,0
SPR2F_HUMAN,0
SPR2G_HUMAN,0
SPRC_HUMAN,18
SPRE_HUMAN,48
SPRE1_HUMAN,17
SPRE2_HUMAN,37
SPRE3_HUMAN,1
SPRL1_HUMAN,0
SPRN_HUMAN,0
SPRR3_HUMAN,1
SPRR4_HUMAN,1
SPRR5_HUMAN,0
SPRTN_HUMAN,96
SPRY3_HUMAN,0
SPRY4_HUMAN,11
SPRY7_HUMAN,6
SPS1_HUMAN,34
SPS2_HUMAN,0
SPS2L_HUMAN,7
SPSB1_HUMAN,18
SPSB2_HUMAN,15
SPSB3_HUMAN,1
SPSB4_HUMAN,9
SPSY_HUMAN,24
SPT12_HUMAN,2
SPT13_HUMAN,7
SPT16_HUMAN,0
SPT17_HUMAN,2
SPT19_HUMAN,5
SPT2_HUMAN,0
SPT20_HUMAN,26
SPT21_HUMAN,0
SPT22_HUMAN,6
SPT25_HUMAN,0
SPT32_HUMAN,0
SPT33_HUMAN,0
SPT45_HUMAN,0
SPT46_HUMAN,10
SPT48_HUMAN,0
SPT4H_HUMAN,5
SPT5H_HUMAN,62
SPT6H_HUMAN,13
SPTA1_HUMAN,41
SPTA3_HUMAN,18
SPTB1_HUMAN,3
SPTB2_HUMAN,23
SPTC1_HUMAN,0
SPTC2_HUMAN,11
SPTC3_HUMAN,0
SPTCS_HUMAN,0
SPTN1_HUMAN,42
SPTN2_HUMAN,3
SPTN4_HUMAN,3
SPTN5_HUMAN,0
SPTOS_HUMAN,0
SPTSA_HUMAN,4
SPTSB_HUMAN,0
SPX3_HUMAN,21
SPXN_HUMAN,2
SPXN1_HUMAN,0
SPXN2_HUMAN,2
SPXN3_HUMAN,11
SPXN4_HUMAN,0
SPXN5_HUMAN,0
SPY1_HUMAN,57
SPY2_HUMAN,93
SPY3_HUMAN,14
SPY4_HUMAN,6
SPYA_HUMAN,18
SPZ1_HUMAN,8
SQOR_HUMAN,0
SQSTM_HUMAN,339
SR140_HUMAN,9
SR1IP_HUMAN,31
SRA1_HUMAN,2
SRAC1_HUMAN,1
SRARP_HUMAN,4
SRB4D_HUMAN,15
SRBD1_HUMAN,5
SRBP1_HUMAN,48
SRBP2_HUMAN,39
SRBS1_HUMAN,12
SRBS2_HUMAN,23
SRC_HUMAN,192
SRC8_HUMAN,47
SRCA_HUMAN,0
SRCAP_HUMAN,7
SRCH_HUMAN,6
SRCN1_HUMAN,8
SRCRL_HUMAN,6
SRCRM_HUMAN,0
SREC_HUMAN,18
SREC2_HUMAN,0
SREK1_HUMAN,62
SRF_HUMAN,38
SRFB1_HUMAN,3
SRG2B_HUMAN,1
SRG2C_HUMAN,0
SRGEF_HUMAN,7
SRGN_HUMAN,8
SRGP1_HUMAN,1
SRGP2_HUMAN,46
SRGP3_HUMAN,59
SRMS_HUMAN,2
SRP09_HUMAN,22
SRP14_HUMAN,15
SRP19_HUMAN,9
SRP54_HUMAN,16
SRP68_HUMAN,21
SRP72_HUMAN,216
SRPK1_HUMAN,198
SRPK2_HUMAN,454
SRPK3_HUMAN,57
SRPRA_HUMAN,19
SRPRB_HUMAN,72
SRPX_HUMAN,0
SRPX2_HUMAN,0
SRR_HUMAN,6
SRR1L_HUMAN,0
SRRM1_HUMAN,104
SRRM2_HUMAN,126
SRRM3_HUMAN,0
SRRM4_HUMAN,19
SRRM5_HUMAN,15
SRRT_HUMAN,23
SRS10_HUMAN,21
SRS11_HUMAN,51
SRS12_HUMAN,16
SRSF1_HUMAN,110
SRSF2_HUMAN,29
SRSF3_HUMAN,54
SRSF4_HUMAN,13
SRSF5_HUMAN,32
SRSF6_HUMAN,14
SRSF7_HUMAN,29
SRSF8_HUMAN,1
SRSF9_HUMAN,21
SRTD1_HUMAN,25
SRTD2_HUMAN,7
SRTD3_HUMAN,17
SRTD4_HUMAN,8
SRTM1_HUMAN,3
SRTM2_HUMAN,0
SRXN1_HUMAN,27
SRY_HUMAN,16
SSAS1_HUMAN,0
SSBP_HUMAN,32
SSBP2_HUMAN,20
SSBP3_HUMAN,28
SSBP4_HUMAN,13
SSDH_HUMAN,10
SSF1_HUMAN,73
SSH1_HUMAN,47
SSH2_HUMAN,2
SSH3_HUMAN,29
SSMM1_HUMAN,53
SSNA1_HUMAN,11
SSPN_HUMAN,0
SSPO_HUMAN,2
SSR1_HUMAN,1
SSR2_HUMAN,7
SSR3_HUMAN,12
SSR4_HUMAN,0
SSR5_HUMAN,2
SSRA_HUMAN,17
SSRB_HUMAN,3
SSRD_HUMAN,11
SSRG_HUMAN,11
SSRP1_HUMAN,46
SSU72_HUMAN,27
SSUH2_HUMAN,0
SSX1_HUMAN,5
SSX2_HUMAN,32
SSX3_HUMAN,20
SSX4_HUMAN,2
SSX5_HUMAN,5
SSX6_HUMAN,0
SSX7_HUMAN,1
SSX8_HUMAN,0
SSX9_HUMAN,0
SSXT_HUMAN,34
ST134_HUMAN,0
ST14_HUMAN,2
ST17A_HUMAN,1
ST17B_HUMAN,15
ST18_HUMAN,0
ST1A1_HUMAN,31
ST1A2_HUMAN,5
ST1A3_HUMAN,3
ST1A4_HUMAN,1
ST1B1_HUMAN,0
ST1C2_HUMAN,3
ST1C3_HUMAN,1
ST1C4_HUMAN,4
ST1E1_HUMAN,14
ST20_HUMAN,0
ST2A1_HUMAN,3
ST2B1_HUMAN,10
ST32A_HUMAN,1
ST32B_HUMAN,0
ST32C_HUMAN,6
ST38L_HUMAN,9
ST3L1_HUMAN,1
ST3L2_HUMAN,0
ST3L3_HUMAN,0
ST3L4_HUMAN,0
ST4A1_HUMAN,12
ST65G_HUMAN,8
ST6B1_HUMAN,0
ST7_HUMAN,7
ST7L_HUMAN,0
STA10_HUMAN,2
STA13_HUMAN,24
STA5A_HUMAN,49
STA5B_HUMAN,31
STAB1_HUMAN,3
STAB2_HUMAN,3
STABP_HUMAN,47
STAC_HUMAN,20
STAC2_HUMAN,2
STAC3_HUMAN,14
STAG1_HUMAN,11
STAG2_HUMAN,20
STAG3_HUMAN,2
STALP_HUMAN,43
STAM1_HUMAN,36
STAM2_HUMAN,32
STAP1_HUMAN,7
STAP2_HUMAN,7
STAR_HUMAN,9
STAR3_HUMAN,2
STAR4_HUMAN,3
STAR5_HUMAN,0
STAR6_HUMAN,0
STAR7_HUMAN,5
STAR8_HUMAN,0
STAR9_HUMAN,0
STAS1_HUMAN,0
STAT_HUMAN,15
STAT1_HUMAN,83
STAT2_HUMAN,23
STAT3_HUMAN,142
STAT4_HUMAN,1
STAT6_HUMAN,32
STAU1_HUMAN,693
STAU2_HUMAN,8
STB5L_HUMAN,206
STBD1_HUMAN,18
STC1_HUMAN,0
STC2_HUMAN,1
STEA1_HUMAN,2
STEA2_HUMAN,0
STEA3_HUMAN,3
STEA4_HUMAN,0
STEAL_HUMAN,2
STF1_HUMAN,81
STH_HUMAN,1
STIL_HUMAN,74
STIM1_HUMAN,3
STIM2_HUMAN,13
STIMA_HUMAN,0
STING_HUMAN,41
STIP1_HUMAN,40
STK10_HUMAN,1
STK11_HUMAN,97
STK16_HUMAN,73
STK19_HUMAN,4
STK24_HUMAN,117
STK25_HUMAN,40
STK26_HUMAN,41
STK3_HUMAN,64
STK31_HUMAN,0
STK33_HUMAN,8
STK35_HUMAN,15
STK36_HUMAN,10
STK38_HUMAN,16
STK39_HUMAN,14
STK4_HUMAN,60
STK40_HUMAN,33
STKL1_HUMAN,0
STMD1_HUMAN,0
STML1_HUMAN,3
STML2_HUMAN,7
STML3_HUMAN,5
STMN1_HUMAN,35
STMN2_HUMAN,17
STMN3_HUMAN,2
STMN4_HUMAN,24
STMP1_HUMAN,0
STN1_HUMAN,56
STOM_HUMAN,49
STON1_HUMAN,0
STON2_HUMAN,9
STOX1_HUMAN,5
STOX2_HUMAN,0
STP1_HUMAN,3
STP2_HUMAN,12
STPAP_HUMAN,3
STPG1_HUMAN,0
STPG2_HUMAN,3
STPG3_HUMAN,3
STPG4_HUMAN,0
STR3N_HUMAN,4
STRA6_HUMAN,2
STRA8_HUMAN,3
STRAA_HUMAN,2
STRAB_HUMAN,9
STRAP_HUMAN,41
STRBP_HUMAN,25
STRC_HUMAN,0
STRCL_HUMAN,0
STRN_HUMAN,37
STRN3_HUMAN,64
STRN4_HUMAN,13
STRP1_HUMAN,27
STRP2_HUMAN,1
STS_HUMAN,18
STT3A_HUMAN,0
STT3B_HUMAN,3
STUM_HUMAN,0
STX10_HUMAN,3
STX11_HUMAN,108
STX12_HUMAN,81
STX16_HUMAN,6
STX17_HUMAN,10
STX18_HUMAN,16
STX19_HUMAN,18
STX1A_HUMAN,132
STX1B_HUMAN,26
STX2_HUMAN,51
STX3_HUMAN,39
STX4_HUMAN,53
STX5_HUMAN,44
STX6_HUMAN,48
STX7_HUMAN,83
STX8_HUMAN,21
STXB1_HUMAN,37
STXB2_HUMAN,2
STXB3_HUMAN,4
STXB4_HUMAN,3
STXB5_HUMAN,0
STXB6_HUMAN,14
STYK1_HUMAN,0
STYL1_HUMAN,38
STYX_HUMAN,57
SUCA_HUMAN,29
SUCB1_HUMAN,29
SUCB2_HUMAN,22
SUCHY_HUMAN,11
SUCO_HUMAN,19
SUCR1_HUMAN,1
SUFU_HUMAN,33
SUGP1_HUMAN,30
SUGP2_HUMAN,4
SUH_HUMAN,133
SUIS_HUMAN,0
SULF1_HUMAN,1
SULF2_HUMAN,0
SUMF1_HUMAN,0
SUMF2_HUMAN,12
SUMO1_HUMAN,100
SUMO2_HUMAN,169
SUMO3_HUMAN,51
SUMO4_HUMAN,1
SUMO5_HUMAN,3
SUN1_HUMAN,3
SUN2_HUMAN,33
SUN3_HUMAN,0
SUN5_HUMAN,1
SUOX_HUMAN,59
SUPT3_HUMAN,28
SUPYN_HUMAN,0
SURF1_HUMAN,1
SURF2_HUMAN,46
SURF4_HUMAN,2
SURF6_HUMAN,2
SUSD1_HUMAN,0
SUSD2_HUMAN,4
SUSD3_HUMAN,33
SUSD4_HUMAN,48
SUSD5_HUMAN,0
SUSD6_HUMAN,11
SUV3_HUMAN,9
SUV91_HUMAN,85
SUV92_HUMAN,32
SUZ12_HUMAN,497
SV2A_HUMAN,1
SV2B_HUMAN,1
SV2C_HUMAN,5
SVBP_HUMAN,1
SVEP1_HUMAN,0
SVIL_HUMAN,56
SVIP_HUMAN,10
SVOP_HUMAN,0
SVOPL_HUMAN,1
SWAHA_HUMAN,22
SWAHB_HUMAN,0
SWAHC_HUMAN,0
SWAHD_HUMAN,0
SWAP1_HUMAN,10
SWET1_HUMAN,0
SWI5_HUMAN,2
SWP70_HUMAN,6
SWT1_HUMAN,0
SY14L_HUMAN,0
SYAC_HUMAN,24
SYAM_HUMAN,7
SYAP1_HUMAN,3
SYBU_HUMAN,8
SYC1L_HUMAN,1
SYC2L_HUMAN,1
SYCC_HUMAN,17
SYCE1_HUMAN,9
SYCE2_HUMAN,9
SYCE3_HUMAN,40
SYCM_HUMAN,9
SYCN_HUMAN,0
SYCP1_HUMAN,1
SYCP2_HUMAN,32
SYCP3_HUMAN,8
SYCY1_HUMAN,0
SYCY2_HUMAN,1
SYDC_HUMAN,43
SYDE1_HUMAN,7
SYDE2_HUMAN,0
SYDM_HUMAN,13
SYEM_HUMAN,0
SYEP_HUMAN,101
SYF1_HUMAN,24
SYF2_HUMAN,27
SYFA_HUMAN,12
SYFB_HUMAN,19
SYFM_HUMAN,39
SYGP1_HUMAN,5
SYHM_HUMAN,5
SYIC_HUMAN,29
SYIM_HUMAN,19
SYJ2B_HUMAN,31
SYK_HUMAN,42
SYLC_HUMAN,84
SYLM_HUMAN,9
SYMC_HUMAN,28
SYMM_HUMAN,1
SYMPK_HUMAN,17
SYN1_HUMAN,24
SYN1L_HUMAN,0
SYN2_HUMAN,6
SYN3_HUMAN,1
SYNC_HUMAN,20
SYNCI_HUMAN,40
SYNE1_HUMAN,7
SYNE2_HUMAN,9
SYNE3_HUMAN,5
SYNE4_HUMAN,50
SYNEM_HUMAN,10
SYNG1_HUMAN,17
SYNJ1_HUMAN,8
SYNJ2_HUMAN,4
SYNM_HUMAN,1
SYNP2_HUMAN,10
SYNPO_HUMAN,145
SYNPR_HUMAN,9
SYNRG_HUMAN,1
SYP2L_HUMAN,2
SYPH_HUMAN,57
SYPL1_HUMAN,13
SYPL2_HUMAN,12
SYPM_HUMAN,4
SYQ_HUMAN,54
SYRC_HUMAN,30
SYRM_HUMAN,14
SYS1_HUMAN,3
SYSC_HUMAN,41
SYSM_HUMAN,4
SYT1_HUMAN,35
SYT10_HUMAN,1
SYT11_HUMAN,9
SYT12_HUMAN,16
SYT13_HUMAN,3
SYT14_HUMAN,0
SYT15_HUMAN,0
SYT16_HUMAN,27
SYT17_HUMAN,37
SYT2_HUMAN,15
SYT3_HUMAN,11
SYT4_HUMAN,4
SYT5_HUMAN,5
SYT6_HUMAN,20
SYT7_HUMAN,1
SYT8_HUMAN,1
SYT9_HUMAN,4
SYTC_HUMAN,27
SYTC2_HUMAN,3
SYTL1_HUMAN,4
SYTL2_HUMAN,3
SYTL3_HUMAN,4
SYTL4_HUMAN,20
SYTL5_HUMAN,4
SYTM_HUMAN,5
SYUA_HUMAN,339
SYUB_HUMAN,2
SYUG_HUMAN,11
SYVC_HUMAN,10
SYVM_HUMAN,13
SYVN1_HUMAN,156
SYWC_HUMAN,20
SYWM_HUMAN,2
SYYC_HUMAN,12
SYYM_HUMAN,7
SZRD1_HUMAN,5
SZT2_HUMAN,14
T106A_HUMAN,1
T106B_HUMAN,2
T106C_HUMAN,34
T10B_HUMAN,4
T10IP_HUMAN,41
T11L1_HUMAN,6
T11L2_HUMAN,4
T11X1_HUMAN,0
T11X2_HUMAN,0
T120A_HUMAN,8
T120B_HUMAN,8
T121B_HUMAN,0
T126A_HUMAN,0
T126B_HUMAN,4
T131L_HUMAN,0
T132A_HUMAN,37
T132B_HUMAN,0
T132C_HUMAN,0
T132D_HUMAN,0
T132E_HUMAN,0
T150A_HUMAN,9
T150B_HUMAN,0
T150C_HUMAN,0
T151A_HUMAN,0
T151B_HUMAN,0
T161A_HUMAN,1
T161B_HUMAN,0
T170A_HUMAN,0
T170B_HUMAN,0
T176A_HUMAN,12
T176B_HUMAN,0
T178A_HUMAN,0
T178B_HUMAN,0
T179A_HUMAN,0
T179B_HUMAN,12
T183A_HUMAN,1
T183B_HUMAN,0
T184A_HUMAN,25
T184B_HUMAN,10
T184C_HUMAN,0
T185A_HUMAN,59
T185B_HUMAN,0
T191A_HUMAN,0
T191B_HUMAN,0
T191C_HUMAN,0
T200A_HUMAN,10
T200B_HUMAN,0
T200C_HUMAN,0
T225B_HUMAN,0
T229A_HUMAN,0
T229B_HUMAN,1
T22D1_HUMAN,67
T22D2_HUMAN,46
T22D3_HUMAN,28
T22D4_HUMAN,39
T23O_HUMAN,14
T255A_HUMAN,14
T255B_HUMAN,5
T2AG_HUMAN,5
T2EA_HUMAN,60
T2EB_HUMAN,105
T2FA_HUMAN,35
T2FB_HUMAN,25
T2H2L_HUMAN,9
T2R10_HUMAN,4
T2R13_HUMAN,2
T2R14_HUMAN,0
T2R16_HUMAN,0
T2R19_HUMAN,2
T2R20_HUMAN,0
T2R30_HUMAN,0
T2R31_HUMAN,0
T2R38_HUMAN,0
T2R39_HUMAN,0
T2R40_HUMAN,0
T2R41_HUMAN,17
T2R42_HUMAN,0
T2R43_HUMAN,0
T2R45_HUMAN,0
T2R46_HUMAN,0
T2R50_HUMAN,0
T2R60_HUMAN,0
T3HPD_HUMAN,14
T3JAM_HUMAN,64
T4S1_HUMAN,3
T4S18_HUMAN,27
T4S19_HUMAN,23
T4S20_HUMAN,12
T4S4_HUMAN,6
T4S5_HUMAN,1
T53G3_HUMAN,0
T53G5_HUMAN,5
T53I1_HUMAN,12
T53I2_HUMAN,2
TA2R_HUMAN,43
TA2R1_HUMAN,0
TA2R3_HUMAN,0
TA2R4_HUMAN,0
TA2R5_HUMAN,6
TA2R7_HUMAN,15
TA2R8_HUMAN,2
TA2R9_HUMAN,0
TA6P_HUMAN,0
